12,2.094,2.5554,4.255,3.7492,3.0351,0.66353,3.1895,4.028,3.0559,4.255,4.255,2.8422,4.535,3.0854,2.4078,2.905,1.5732,0.80714,2.0752,4.255,3.5049,1.7587,2.8124,1.6094,4.535,1.8954,3.1185,2.358,1.9225,2.6157,4.255,1.925,2.8705,3.1842,0.91136,2.8397,3.9801,3.2553,2.8639,3.8998,2.4649,4.255,4.255,4.028,2.9483,1.2474,1.6094
10,3.2209,1.182,0.72925,1.6462,0.55102,3.0758,0.28814,0.6297,0.9474,0.72925,0.72925,0.26192,1.2906,0.3133,0.54848,0.65491,0.79526,2.6958,1.6624,0.72925,0.49773,0.65637,0.70154,2.8948,1.2906,0.5344,0.28308,0.41337,1.6932,1.6934,0.72925,0.96023,0.72883,1.8692,3.3881,0.33798,1.7512,1.3345,0.92435,1.2315,0.79584,0.72925,0.72925,0.6297,1.96,1.6918,2.8948
8,4.247,3.7718,5.0805,2.7234,3.6235,4.1406,3.3842,4.7221,2.8167,5.0805,5.0805,3.1775,4.2005,3.6836,3.0096,3.6061,2.0509,3.8964,3.7924,5.0805,1.6699,3.4072,2.9023,5.1187,4.2005,2.8015,3.2565,2.7145,4.0728,3.5626,5.0805,3.5629,2.7634,3.594,3.1195,2.9303,2.9551,3.12,3.3221,3.2056,3.5303,5.0805,5.0805,4.7221,3.945,2.991,5.1187
17,6.6485,3.6161,6.0754,0.18172,3.6207,5.7208,3.2444,3.9472,2.0975,6.0754,6.0754,3.7246,5.0233,4.3774,2.7993,4.3127,0.31533,5.9635,5.937,6.0754,3.7395,4.0228,3.4708,8.0177,5.0233,2.6062,3.7812,1.5707,5.4447,4.9651,6.0754,4.9453,2.7355,5.0088,4.2995,2.2434,1.6522,0.777,3.3449,2.9249,2.2741,6.0754,6.0754,3.9472,5.4804,5.1938,8.0177
16,0.86257,0.25583,0.36646,0.45624,0.24612,0.36087,0.22879,0.27762,0.34583,0.36646,0.36646,0.11759,0.85928,0.25003,0.052499,0.14394,0.054256,0.10599,0.51358,0.36646,0.056683,0.98358,0.22433,0.54948,0.85928,0.048095,0.05774,0.24108,0.35437,0.9119,0.36646,0.20404,0.12789,2.0041,1.9042,0.5347,0.57822,0.18479,0.21441,0.21651,0.083719,0.36646,0.36646,0.27762,0.31391,0.3275,0.54948
18,0.24849,1.1253,0.34862,0.25213,0.27778,0.95989,1.0075,1.2584,0.81322,0.34862,0.34862,0.265,0.29794,0.52224,0.87593,0.26839,2.3026,0.22407,0.22147,0.34862,0.23061,0.21622,0.21095,0.32153,0.29794,0.81511,0.23386,0.70501,0.39652,0.23677,0.34862,0.23682,0.70858,0.2389,0.17654,0.25902,2.5992,3.1901,0.85908,1.7466,1.6805,0.34862,0.34862,1.2584,0.25691,0.89185,0.32153
19,1.3014,0.20024,1.4357,2.0474,1.6426,0.51087,0.16635,0.64345,1.2183,1.4357,1.4357,0.27859,1.182,0.67809,0.4559,1.0154,0.11695,1.4994,1.6694,1.4357,1.232,1.1545,1.6453,1.5675,1.182,0.77625,1.6634,1.4409,1.2237,1.2395,1.4357,1.4236,1.363,1.7967,1.201,1.3927,1.0867,1.7757,0.48094,0.48713,0.52982,1.4357,1.4357,0.64345,0.97959,0.83482,1.5675
15,0.33557,0.6469,0.86537,1.4746,1.2486,1.1373,1.4853,0.70682,0.9398,0.86537,0.86537,0.96558,0.35581,1.2722,0.50013,0.61579,1.1812,1.0464,0.68455,0.86537,0.53383,0.88456,1.4865,1.4141,0.35581,0.099048,0.42862,0.75824,1.1187,0.43411,0.86537,0.56262,1.5752,1.0676,0.17266,1.0517,1.0143,0.94071,0.17254,1.1003,0.97161,0.86537,0.86537,0.70682,0.21044,1.0362,1.4141
20,1.0885,0.42623,1.0143,0.56498,0.73031,0.74079,0.3482,0.82816,0.067153,1.0143,1.0143,0.078535,0.8442,0.74414,0.45623,0.72088,1.1115,0.3177,1.3995,1.0143,0.079921,0.3115,0.65191,1.3011,0.8442,1.141,0.59934,0.24771,1.0416,0.63124,1.0143,2.79,0.055255,1.0417,0.25437,0.97592,0.61479,0.29818,0.96309,0.65768,0.5649,1.0143,1.0143,0.82816,1.1726,0.95968,1.3011
14,0.91199,1.3493,1.4433,0.72561,1.0379,1.1074,1.1637,1.1791,2.855,1.4433,1.4433,1.0281,1.1945,1.0558,3.0605,1.0272,1.4797,1.0851,0.78512,1.4433,1.1764,1.0974,0.82638,1.0984,1.1945,1.2705,1.1843,0.60695,0.8805,0.86895,1.4433,0.89978,2.881,0.8763,0.85965,0.77633,0.79276,0.98293,0.76272,0.93072,0.69825,1.4433,1.4433,1.1791,0.99094,0.81142,1.0984
23,0.56684,0.65106,0.89111,2.6624,0.71811,0.54843,0.58397,0.71882,0.40937,0.89111,0.89111,1.0806,0.72829,1.272,0.50066,0.6269,1.1722,0.50868,1.0113,0.89111,0.54323,0.12833,1.0038,0.68128,0.72829,0.46591,0.54937,0.83107,0.13908,0.53991,0.89111,1.0832,0.34925,1.0885,0.10598,0.3989,0.43679,0.40486,0.13221,0.47942,0.40172,0.89111,0.89111,0.71882,0.60456,0.50346,0.68128
21,1.836,1.808,2.4391,1.2383,1.6869,1.7851,1.6506,1.9912,0.5656,2.4391,2.4391,2.1263,2.0174,2.4097,1.8799,1.733,0.15986,2.0636,2.1761,2.4391,1.9012,1.4303,2.1022,2.2115,2.0174,1.648,1.9229,0.10928,1.1442,1.7487,2.4391,2.0493,0.28787,2.3115,1.3984,1.4262,1.614,1.2394,1.3293,1.4558,1.9816,2.4391,2.4391,1.9912,1.6728,1.6309,2.2115
22,3.926,2.7114,3.6589,2.7173,2.6048,3.3435,2.4618,3.468,1.2753,3.6589,3.6589,1.9672,3.5729,2.215,2.5769,2.597,0.4461,3.4993,3.0964,3.6589,2.6529,3.5632,2.2967,4.1382,3.5729,2.3021,2.6827,2.8493,2.5632,3.2712,3.6589,2.6684,1.2397,3.3,3.7977,2.0281,1.3677,0.45091,2.3127,0.59161,2.1398,3.6589,3.6589,3.468,3.4834,3.4419,4.1382
