0,3.2892,2.9438,3.6984,2.6723,2.5655,2.7778,2.8304,2.8168,2.7848,2.8734,2.7062,3.6984,3.6984,2.4908,2.8402,3.6134,2.9104,2.7379,3.2212,2.5075,3.6984,2.9127,2.8345,2.5102,3.6134,2.7249,2.9674,3.2212,2.7122,2.8166,3.1484,3.6984,2.495,2.8698,2.4597,2.9465,2.694,2.6945,3.0013,2.7611,2.7253,3.6984,3.6984,3.2617,2.8518
1,3.8434,3.8835,4.823,3.4852,3.3939,3.6231,3.7177,3.6852,3.6738,3.7485,3.5439,4.823,4.823,3.3312,3.9297,4.259,4.0191,3.6264,4.2011,3.5064,4.823,3.8357,3.7138,3.3675,4.259,3.6467,3.9032,4.2011,3.5378,3.6434,3.6463,4.823,3.3624,3.397,3.478,3.8616,3.7181,3.7587,3.5442,3.8109,3.7301,4.823,4.823,3.8428,3.72
5,2.9455,3.0619,3.6955,2.6706,2.7678,2.7764,2.8637,2.8565,2.9056,2.8729,2.7046,3.6955,3.6955,2.7114,2.854,3.2638,2.9062,2.7984,3.2195,2.5415,3.6955,2.9117,2.833,2.7879,3.2638,2.8033,2.9849,3.2195,2.7057,2.7921,2.8084,3.6955,2.716,2.777,2.6773,2.9455,2.6926,2.7543,2.716,2.7601,2.7012,3.6955,3.6955,2.9446,2.8506
3,0.99169,0.8085,1.0153,0.47357,0.90892,0.70011,0.78868,0.85583,0.76488,0.79295,0.77005,1.0153,1.0153,0.83493,0.79122,1.0002,0.80194,0.74525,0.88439,0.54055,1.0153,0.82806,0.87585,0.8389,1.0002,0.7481,0.82949,0.88439,0.69939,0.78973,0.86633,1.0153,0.89489,0.92829,0.68318,0.83997,0.76678,0.67645,0.97913,0.69305,0.7886,1.0153,1.0153,1.0129,0.71666
2,4.6487,4.7488,5.8671,4.21,4.3953,4.4063,4.5501,4.4805,4.4923,4.5582,4.2161,5.8671,5.8671,4.245,4.5345,5.1807,4.6214,4.3897,5.1098,4.0269,5.8671,4.5827,4.4197,4.5019,5.1807,4.4339,4.7086,5.1098,4.2493,4.405,4.4634,5.8671,4.3695,4.4637,4.2623,4.6784,4.2597,4.3466,4.2648,4.3799,4.286,5.8671,5.8671,4.641,4.5238
4,5.3281,5.3228,6.6886,4.8317,5.0068,5.0225,5.1796,5.0513,5.0353,5.1957,4.893,6.6886,6.6886,4.9051,5.1628,5.9049,5.257,4.9504,5.8219,4.4966,6.6886,5.2665,5.1242,5.0433,5.9049,4.9591,5.3992,5.8219,4.895,5.0508,5.0797,6.6886,4.9134,5.0237,4.8438,5.3276,4.8711,4.872,4.9134,4.9924,4.887,6.6886,6.6886,5.3267,5.1564
6,0.24032,0.1425,0.17937,0.12647,0.38708,0.14407,0.42638,0.13418,0.13418,0.14458,0.11247,0.17937,0.17937,0.32844,0.19568,0.17113,0.1579,0.11932,0.15491,0.10351,0.17937,0.25737,0.18867,0.4463,0.17113,0.11979,0.62931,0.15491,0.18472,0.1348,0.18599,0.17937,0.35246,0.35989,0.34164,0.26028,0.12432,0.12964,0.12518,0.13331,0.13163,0.17937,0.17937,0.25144,0.13929
9,2.2653,2.3511,2.8533,2.0637,2.1288,2.1412,2.2084,2.2247,2.2236,2.3279,2.0154,2.8533,2.8533,2.0911,2.2053,2.5172,2.2461,2.1859,2.4829,1.996,2.8533,2.2453,2.1846,2.15,2.5172,2.1897,2.3021,2.4829,1.9384,2.2245,2.1598,2.8533,2.0946,2.1359,2.0689,2.2714,2.1626,2.3379,2.0238,2.2911,1.9691,2.8533,2.8533,2.2708,2.2769
11,0.48522,1.0174,1.1227,0.58098,0.33786,0.74454,0.98932,0.92736,0.79703,0.80425,1.0678,1.1227,1.1227,0.28018,0.25186,0.98731,0.33247,1.0019,0.97658,2.3205,1.1227,1.0385,0.25532,0.88881,0.98731,1.144,1.1091,0.97658,0.5048,1.4381,0.76451,1.1227,0.30438,0.75429,0.47914,0.89781,2.4777,2.7809,0.40088,2.489,0.64145,1.1227,1.1227,0.3373,0.3273
7,0.59951,0.7643,0.85762,0.57558,0.5362,0.64882,0.69304,0.62203,0.72348,0.67296,0.52904,0.85762,0.85762,0.42209,0.91159,0.75945,0.93956,0.67115,0.75,0.82186,0.85762,0.70217,0.53562,0.64061,0.75945,0.70681,0.6569,0.75,0.54937,0.5488,0.65871,0.85762,0.55045,0.62864,0.76233,0.75316,0.80919,0.90007,0.50821,0.85001,0.81114,0.85762,0.85762,0.61349,0.66559
12,2.7313,2.5069,4.4179,4.924,2.7085,3.3433,3.4277,1.6585,2.3495,3.4764,3.8898,4.4179,4.4179,2.6526,3.3352,3.8991,3.5013,2.1637,3.8694,3.7337,4.4179,3.3813,2.9463,3.5351,3.8991,1.784,3.4594,3.8694,3.6269,4.5964,2.9091,4.4179,2.7805,3.0491,3.123,3.5605,6.2049,4.1397,4.0222,5.2911,3.8375,4.4179,4.4179,3.2467,5.4885
10,0.99412,0.25769,0.17967,0.10892,0.45507,0.14383,0.13926,0.72853,0.22742,0.13823,0.075989,0.17967,0.17967,0.40812,0.12624,0.43938,0.12734,0.22501,0.15688,0.10196,0.17967,0.13763,0.60287,0.14286,0.43938,0.22557,0.14858,0.15688,0.10748,0.48997,0.39523,0.17967,0.42089,0.24052,0.1054,0.14536,0.15596,0.044442,0.73958,0.093563,0.099048,0.17967,0.17967,0.96885,0.082977
8,3.6845,3.6809,4.6259,3.3413,3.4636,3.4733,3.5831,3.4932,3.4821,3.593,3.386,4.6259,4.6259,3.3944,3.5717,4.0834,3.6356,3.4257,4.0277,3.1095,4.6259,3.6205,3.5465,3.4876,4.0834,3.4317,3.7376,4.0277,3.3862,3.4928,3.5128,4.6259,3.3977,3.4741,3.3496,3.7146,3.3685,3.3692,3.3978,3.4524,3.3795,4.6259,4.6259,3.6837,3.5659
19,2.3875,1.2356,2.906,5.273,3.595,3.4427,2.4738,1.2252,1.1661,2.266,2.6155,2.906,2.906,4.9236,2.3464,2.5674,2.1368,1.2395,2.5353,2.7485,2.906,2.514,2.4449,3.7673,2.5674,1.4393,2.8069,2.5353,3.3758,2.2312,2.2793,2.906,3.3644,3.6069,5.6717,2.3255,0.91626,0.81954,1.3247,1.8337,1.8406,2.906,2.906,2.3206,2.2157
14,2.872,3.2429,3.5456,2.0424,2.7198,2.6296,2.8424,3.0237,3.0417,2.8525,1.6026,3.5456,3.5456,2.3684,2.7194,3.1596,2.7609,2.6225,3.1361,1.3074,3.5456,2.9248,2.8109,2.729,3.1596,2.8969,2.9676,3.1361,1.9693,2.6331,2.76,3.5456,2.5568,2.7068,2.1325,2.9392,2.0904,2.6506,2.3443,2.4515,2.1444,3.5456,3.5456,2.8785,2.7091
18,1.5835,2.6858,1.9638,1.7645,1.4898,1.5873,1.5369,2.5512,2.5372,1.6179,3.3541,1.9638,1.9638,1.5482,1.5701,1.7365,1.6986,2.5954,1.7168,4.8506,1.9638,1.5616,1.5183,1.4932,1.7365,2.6002,1.6034,1.7168,3.3632,1.5451,1.5129,1.9638,1.5491,1.4932,1.6647,1.5798,3.6213,2.9395,3.1596,2.0595,3.4036,1.9638,1.9638,1.5729,1.6973
13,2.8617,2.6787,3.4838,0.62798,2.634,1.7437,2.7312,2.6089,2.5366,2.8211,2.5031,3.4838,3.4838,1.7631,3.5174,3.0814,3.5899,2.3973,3.0416,0.85803,3.4838,2.7619,2.6275,2.6453,3.0814,2.3983,2.8418,3.0416,2.2371,1.8122,2.732,3.4838,2.4685,2.6936,1.6206,2.7896,3.1959,2.307,3.3621,2.4107,4.1037,3.4838,3.4838,2.8154,1.802
16,0.4255,0.7267,0.8366,0.67416,1.597,0.6772,0.72798,0.65131,0.70311,0.7455,1.5005,0.8366,0.8366,1.6785,0.69833,0.5094,0.7148,0.65557,0.76996,1.1907,0.8366,0.73222,0.78194,2.029,0.5094,0.65211,0.74517,0.76996,1.3859,0.63846,0.27775,0.8366,1.6782,1.2656,1.6708,0.75136,1.5011,0.64967,1.1402,0.67698,1.302,0.8366,0.8366,0.34058,0.70266
15,1.819,0.5641,0.60843,2.4642,0.49356,1.4226,0.78181,0.61869,0.54989,0.58694,1.1505,0.60843,0.60843,0.90499,1.2329,1.5859,1.491,0.50358,0.58832,3.2561,0.60843,0.58073,0.67894,1.1951,1.5859,0.86033,0.63641,0.58832,1.1891,0.61192,1.3485,0.60843,0.66424,1.3593,3.4482,0.59936,1.3726,1.3732,1.5516,1.4112,1.5326,0.60843,0.60843,1.6253,0.54727
17,5.423,2.0455,3.9089,0.81426,5.028,2.0417,3.0473,4.087,1.9378,2.9841,0.46999,3.9089,3.9089,3.9354,3.0003,3.4566,3.0556,1.7872,3.4146,3.088,3.9089,3.0968,4.9905,2.9614,3.4566,1.7887,3.1729,3.4146,0.80089,4.9458,3.1375,3.9089,4.7394,3.0982,1.0588,3.1346,1.1597,1.7193,3.0653,2.7459,0.52835,3.9089,3.9089,5.2522,2.9986
