0,1.2599,1.1637,1.5438,0.90741,1.0613,1.107,1.0683,0.58009,1.0923,1.1294,1.193,0.98136,1.5438,1.5438,0.22766,0.26548,1.4573,0.29257,1.0234,1.3539,0.62811,1.1436,0.48532,1.5438,0.78722,1.1061,1.0196,1.3117,1.4573,0.25408,1.1802,1.3539,0.95902,1.0612,1.2691,1.5438,0.99702,0.97674,1.1984,0.50714,0.93552,1.193,0.9159,0.25051,0.26998,0.97701,0.16186,1.5438,1.5438,1.193
1,0.48454,0.50794,0.68328,0.39602,0.43148,0.48311,0.4579,0.42875,0.47444,0.49288,0.5207,0.44686,0.68328,0.68328,0.10099,0.22642,0.56718,0.1283,0.46654,0.59087,0.27075,0.60401,0.21202,0.68328,0.70233,0.5044,0.61677,0.59688,0.56718,0.21417,0.86791,0.59087,0.41855,0.45768,0.48378,0.68328,0.40056,0.43942,0.43223,0.20357,0.37581,0.5207,0.39968,0.10922,0.10859,0.42635,0.069926,0.68328,0.68328,0.5207
2,2.7527,2.6789,3.4378,2.2543,2.3955,2.4654,2.7174,1.3576,2.7699,2.5911,2.6567,2.1319,3.4378,3.4378,0.53833,0.61099,2.8852,0.65221,2.2428,3.015,1.6123,2.7173,1.1961,3.4378,1.7051,2.632,2.3748,3.2408,2.8852,0.58894,2.4941,3.015,2.305,2.6176,2.4924,3.4378,2.353,2.0876,2.2783,1.0919,2.0354,2.6567,2.0905,0.57661,0.62873,2.1758,0.39895,3.4378,3.4378,2.6567
3,1.0395,0.92174,1.2197,0.28629,0.78553,0.69533,0.98934,0.4871,0.99694,0.89461,0.9456,0.97696,1.2197,1.2197,0.24858,0.23739,1.0245,0.25252,0.86191,1.071,0.31593,1.2007,0.50064,1.2197,0.69014,1.0047,0.82351,1.1979,1.0245,0.23476,0.98967,1.071,0.78449,0.79883,0.89237,1.2197,0.8333,0.97469,0.77953,0.58301,0.48935,0.9456,0.70796,0.1736,0.32914,0.61333,0.17299,1.2197,1.2197,0.9456
4,2.9835,3.1501,4.1834,2.4568,2.7687,2.9971,2.8413,1.5266,2.9152,3.0569,3.2294,2.6548,4.1834,4.1834,0.59702,0.71047,3.5078,0.78612,2.7707,3.5503,1.6798,3.0563,1.2626,4.1834,2.1115,2.9913,2.9453,3.5069,3.5078,0.68163,3.1764,3.5503,2.5575,2.8378,3.0052,4.1834,2.6341,2.6103,2.8138,1.2074,2.4717,3.2294,2.4798,0.67454,0.65401,2.6451,0.42771,4.1834,4.1834,3.2294
5,1.8724,2.3843,2.634,1.4901,1.7299,1.8889,2.0904,0.95964,2.1451,2.2231,2.0354,1.4687,2.634,2.634,0.36022,0.44843,2.2106,0.49811,1.9632,2.31,1.0977,1.9012,0.90591,2.634,1.3202,1.8692,1.8562,2.2006,2.2106,0.503,1.9847,2.31,1.4648,1.7808,1.8861,2.634,1.66,1.267,1.7658,0.75184,1.4991,2.0354,1.5041,0.50091,0.39838,1.667,0.26005,2.634,2.634,2.0354
6,1.3853,1.4376,1.4473,0.54847,1.2255,1.0384,1.9718,0.74642,1.8049,1.3944,1.119,0.59254,1.4473,1.4473,0.2363,0.25106,1.2164,0.27831,1.2465,1.2696,0.46373,1.3998,0.58095,1.4473,0.72485,1.3274,1.1525,1.6276,1.2164,0.31066,1.08,1.2696,0.59794,1.317,1.0584,1.4473,1.1772,0.5938,0.96843,0.54792,0.69975,1.119,0.72483,0.31152,0.2639,0.91631,0.11683,1.4473,1.4473,1.119
7,2.0281,1.8638,2.3572,1.3209,1.939,1.6902,2.0098,1.0966,2.062,1.8005,1.8211,1.1236,2.3572,2.3572,0.38359,0.40915,1.9782,0.44432,1.5142,2.067,0.85555,1.9699,0.8986,2.3572,1.1842,1.8979,1.6506,2.3886,1.9782,0.39519,1.6573,2.067,1.3022,1.9285,1.7028,2.3572,1.7812,1.0816,1.5958,0.81895,1.3105,1.8211,1.3148,0.39945,0.42677,1.4916,0.2309,2.3572,2.3572,1.8211
8,0.10968,0.11659,0.22234,0.088971,0.1018,0.11005,0.10472,0.075928,0.10754,0.11283,0.12174,0.097145,0.22234,0.22234,0.04348,0.051606,0.12714,0.055944,0.10111,0.13392,0.060367,0.11332,0.063179,0.22234,0.42576,0.11068,0.10803,0.1282,0.12714,0.045485,0.11819,0.13392,0.092727,0.10441,0.11119,0.22234,0.09564,0.09534,0.10324,0.062353,0.089286,0.69178,0.090134,0.043592,0.04445,0.096623,0.036127,0.22234,0.22234,0.12174
9,2.7214,2.8734,3.8162,2.241,2.5255,2.7338,2.5917,1.3926,2.6591,2.7884,2.8969,2.4216,3.8162,3.8162,0.54466,0.64814,3.1996,0.71713,2.5273,3.3435,1.5322,2.7878,1.1518,3.8162,1.926,2.7285,2.6865,3.1989,3.1996,0.62183,2.8974,3.3435,2.3328,2.5885,2.7412,3.8162,2.4027,2.381,2.5666,1.1003,2.2545,2.9457,2.2619,0.63783,0.59664,2.4128,0.37682,3.8162,3.8162,2.8969
10,1.1703,0.25607,0.75138,0.048607,1.0163,0.51777,0.23874,0.27923,0.2443,0.25138,0.58163,0.41957,0.75138,0.75138,0.17923,0.12955,0.77019,0.14328,0.20652,0.65934,0.49587,1.057,0.4865,0.75138,0.37078,0.81471,0.6013,1.1574,0.77019,0.082199,0.54367,0.65934,0.27964,0.84194,0.78622,0.75138,0.78155,0.60339,0.80385,0.5317,0.35906,0.58163,0.17446,0.10677,0.19839,0.29123,0.13164,0.75138,0.75138,0.58163
11,6.0595,2.3118,1.4205,0.2817,5.6959,0.84944,4.6768,0.67476,5.006,2.1063,1.0984,0.52726,1.4205,1.4205,1.1267,0.26446,1.1859,0.29866,1.5151,1.2409,1.1243,6.3699,2.7005,1.4205,0.6319,5.4093,1.3007,7.1313,1.1859,0.74918,0.91718,1.2409,0.26868,5.9345,0.33504,1.4205,4.7796,1.3712,0.30992,2.518,0.39178,1.0984,0.2877,1.264,1.1963,0.42717,0.19404,1.4205,1.4205,1.0984
12,1.1201,7.5204,1.2451,1.7593,1.5275,0.88779,5.611,0.4382,5.9541,7.2816,0.95775,1.3045,1.2451,1.2451,0.75431,0.29172,0.53434,0.24236,7.141,1.0859,4.3718,0.8875,1.1891,1.2451,1.1319,0.83366,0.2284,1.0079,0.53434,1.7138,1.5712,1.0859,0.58024,0.98186,0.22736,1.2451,1.3805,1.037,0.78674,0.81959,0.086487,0.95775,1.6694,1.8617,0.71344,1.7809,0.097361,1.2451,1.2451,0.95775
