0,3.7301,3.7942,4.0871,3.2233,3.3177,3.4207,3.3579,3.2951,3.6619,3.4266,3.6819,3.5196,4.0871,4.0871,3.3162,3.3065,3.8381,3.5965,3.3312,3.6134,3.2231,3.6809,3.4584,4.0871,3.3912,3.5833,3.2035,3.8395,3.8381,3.3012,3.6317,3.6134,3.2748,3.3667,3.2999,4.0871,3.3421,3.3349,3.3664,3.3782,3.2978,3.4152,3.4155,3.3958,3.2922,3.5909,3.219,4.0871,4.0871,3.6819
13,1.2613,1.2961,1.3948,1.1407,1.13,1.1774,1.1406,1.1235,1.2394,1.1726,1.2571,1.2035,1.3948,1.3948,1.1447,1.1285,1.3109,1.2254,1.146,1.2337,1.1152,1.2427,1.1786,1.3948,1.1546,1.2243,1.0973,1.2981,1.3109,1.1348,1.2433,1.2337,1.1193,1.1517,1.105,1.3948,1.1443,1.1434,1.1353,1.1428,1.1542,1.166,1.1708,1.1637,1.1243,1.2312,1.1216,1.3948,1.3948,1.2571
6,0.35717,0.37736,0.38674,0.31734,0.37997,0.32839,0.50018,0.33263,0.40116,0.32457,0.34945,0.35086,0.38674,0.38674,0.32569,0.30998,0.36462,0.34067,0.3256,0.34379,0.31794,0.36228,0.32436,0.38674,0.33564,0.35806,0.30691,0.38282,0.36462,0.32824,0.39992,0.34379,0.3625,0.32068,0.32223,0.38674,0.32142,0.33483,0.31755,0.34315,0.30986,0.32756,0.326,0.32038,0.3213,0.34244,0.31936,0.38674,0.38674,0.34945
5,1.8759,1.9122,2.0588,1.6233,1.6795,1.723,1.695,1.6678,1.8486,1.7526,1.8544,1.7734,2.0588,2.0588,1.6774,1.6677,1.9286,1.8117,1.6748,1.82,1.6185,1.8533,1.7682,2.0588,1.7061,1.8061,1.6259,1.9369,1.9286,1.6634,1.8315,1.82,1.6495,1.6979,1.6426,2.0588,1.6929,1.6759,1.6949,1.6975,1.6666,1.7203,1.7198,1.7088,1.6571,1.8092,1.619,2.0588,2.0588,1.8544
1,1.5447,1.5783,1.6978,1.3392,1.3755,1.4226,1.3983,1.374,1.5244,1.4257,1.529,1.4704,1.6978,1.6978,1.3825,1.3912,1.5903,1.5025,1.3977,1.5007,1.3438,1.5392,1.4284,1.6978,1.422,1.5016,1.3137,1.594,1.5903,1.3793,1.537,1.5007,1.3606,1.3934,1.3452,1.6978,1.3926,1.3884,1.3827,1.4037,1.3709,1.4221,1.4241,1.417,1.3674,1.4969,1.3365,1.6978,1.6978,1.529
2,5.0516,5.1873,5.5808,4.4105,4.5161,4.6708,4.5886,4.5318,4.9808,4.6833,5.0275,4.7909,5.5808,5.5808,4.5176,4.5281,5.2238,4.9111,4.5435,4.9285,4.394,4.9851,4.7054,5.5808,4.6143,4.8772,4.4129,5.2162,5.2238,4.5149,4.9583,4.9285,4.4727,4.5736,4.4355,5.5808,4.571,4.5177,4.5584,4.5609,4.5116,4.6635,4.6642,4.6427,4.4854,4.9032,4.3796,5.5808,5.5808,5.0275
3,0.45657,0.44102,0.47558,0.36141,0.43842,0.39494,0.40155,0.41361,0.43213,0.39866,0.43162,0.4195,0.47558,0.47558,0.43801,0.40717,0.45674,0.41882,0.39239,0.41943,0.3589,0.46754,0.41094,0.47558,0.40448,0.46254,0.38093,0.45258,0.45674,0.39004,0.43495,0.41943,0.39367,0.39648,0.38148,0.47558,0.39633,0.39879,0.39482,0.40738,0.37309,0.40147,0.40153,0.38889,0.40642,0.40971,0.39842,0.47558,0.47558,0.43162
9,0.231,0.26361,0.26772,0.21217,0.21004,0.22413,0.21714,0.21809,0.23759,0.23281,0.40635,0.22351,0.26772,0.26772,0.21747,0.22075,0.24668,0.24985,0.22599,0.23554,0.21113,0.23008,0.21709,0.26772,0.22142,0.23145,0.21202,0.23792,0.24668,0.22166,0.23546,0.23554,0.20383,0.21783,0.20767,0.26772,0.21954,0.20943,0.21341,0.21668,0.21725,0.22324,0.24934,0.33033,0.21129,0.25956,0.23603,0.26772,0.26772,0.40635
4,1.8416,1.8967,2.0439,1.6068,1.6382,1.7102,1.668,1.6502,1.8154,1.7126,1.8407,1.7491,2.0439,2.0439,1.6475,1.6516,1.9108,1.7978,1.6556,1.8344,1.6012,1.8147,1.7172,2.0439,1.6853,1.7743,1.6108,1.9038,1.9108,1.6448,1.8092,1.8344,1.6214,1.6691,1.6189,2.0439,1.6703,1.6468,1.6633,1.6589,1.6514,1.7072,1.7074,1.6976,1.6312,1.7956,1.5991,2.0439,2.0439,1.8407
10,0.92087,0.9268,0.98945,0.76373,0.83338,0.82996,0.83148,0.80494,0.90982,0.83801,0.88276,0.86514,0.98945,0.98945,0.83801,0.81191,0.93901,0.86795,0.83538,0.8806,0.77373,0.92778,0.85314,0.98945,0.83699,0.89153,0.77026,0.94826,0.93901,0.82649,0.8983,0.8806,0.79401,0.82039,0.79564,0.98945,0.82705,0.833,0.84382,0.86084,0.80087,0.82701,0.80791,0.80847,0.80859,0.8556,0.76365,0.98945,0.98945,0.88276
