0,3.7301,3.7942,4.0871,3.2233,3.3177,3.4207,3.3579,3.6619,3.4266,3.5196,4.0871,4.0871,3.8381,3.3312,3.6134,3.2231,3.6809,4.0871,3.5833,3.2035,3.8395,3.8381,3.3956,3.6317,3.6134,3.2748,3.3667,3.2999,4.0871,3.3421,3.3349,3.3294,3.3664,3.8395,3.2978,3.4152,3.4155,3.5909,4.0871,3.6819
1,1.5447,1.5783,1.6978,1.3392,1.3755,1.4226,1.3983,1.5244,1.4257,1.4704,1.6978,1.6978,1.5903,1.3977,1.5007,1.3438,1.5392,1.6978,1.5016,1.3137,1.594,1.5903,1.4087,1.537,1.5007,1.3606,1.3934,1.3452,1.6978,1.3926,1.3884,1.3875,1.3827,1.594,1.3709,1.4221,1.4241,1.4969,1.6978,1.529
2,5.0516,5.1873,5.5808,4.4105,4.5161,4.6708,4.5886,4.9808,4.6833,4.7909,5.5808,5.5808,5.2238,4.5435,4.9285,4.394,4.9851,5.5808,4.8772,4.4129,5.2162,5.2238,4.6209,4.9583,4.9285,4.4727,4.5736,4.4355,5.5808,4.571,4.5177,4.5459,4.5584,5.2162,4.5116,4.6635,4.6642,4.9032,5.5808,5.0275
3,0.45657,0.44102,0.47558,0.36141,0.43842,0.39494,0.40155,0.43213,0.39865,0.4195,0.47558,0.47558,0.45674,0.39239,0.41943,0.3589,0.46754,0.47558,0.46254,0.38093,0.45258,0.45674,0.45773,0.43495,0.41943,0.39367,0.39648,0.38148,0.47558,0.39633,0.39879,0.38297,0.39482,0.45258,0.37309,0.40147,0.40153,0.40971,0.47558,0.43162
4,1.8416,1.8967,2.0439,1.6068,1.6382,1.7102,1.668,1.8154,1.7126,1.7491,2.0439,2.0439,1.9108,1.6556,1.8344,1.6012,1.8147,2.0439,1.7743,1.6108,1.9038,1.9108,1.687,1.8092,1.8344,1.6214,1.6691,1.6189,2.0439,1.6703,1.6468,1.6643,1.6633,1.9038,1.6514,1.7072,1.7074,1.7956,2.0439,1.8407
5,1.8759,1.9122,2.0588,1.6233,1.6795,1.723,1.695,1.8486,1.7526,1.7734,2.0588,2.0588,1.9286,1.6748,1.82,1.6185,1.8533,2.0588,1.8061,1.6259,1.9369,1.9286,1.7119,1.8315,1.82,1.6495,1.6979,1.6426,2.0588,1.6929,1.6759,1.677,1.6949,1.9369,1.6666,1.7203,1.7198,1.8092,2.0588,1.8544
6,0.35717,0.37736,0.38674,0.31734,0.37997,0.32839,0.50018,0.40116,0.32457,0.35086,0.38674,0.38674,0.36462,0.3256,0.34379,0.31794,0.36228,0.38674,0.35806,0.30691,0.38282,0.36462,0.3213,0.39991,0.34379,0.3625,0.32068,0.32223,0.38674,0.32142,0.33483,0.32262,0.31755,0.38282,0.30986,0.32756,0.326,0.34244,0.38674,0.34945
7,0.43367,0.40065,0.43781,0.35209,0.44634,0.37081,0.40792,0.41443,0.3659,0.40377,0.43781,0.43781,0.41505,0.36914,0.39651,0.35033,0.45586,0.43781,0.43608,0.34621,0.43478,0.41505,0.40923,0.40611,0.39651,0.37506,0.37672,0.36618,0.43781,0.36149,0.39699,0.35827,0.4005,0.43478,0.35948,0.37684,0.36699,0.38004,0.43781,0.39462
8,2.9897,3.0588,3.2955,2.5984,2.6697,2.7586,2.7027,2.9421,2.7618,2.8372,3.2955,3.2955,3.0863,2.6859,2.9128,2.5899,2.959,3.2955,2.8884,2.5971,3.0845,3.0863,2.731,2.9348,2.9128,2.6372,2.7046,2.6227,3.2955,2.6987,2.679,2.6845,2.6943,3.0845,2.6629,2.7882,2.7538,2.8951,3.2955,2.968
9,0.231,0.26361,0.26772,0.21217,0.21004,0.22413,0.21713,0.23759,0.23281,0.22351,0.26772,0.26772,0.24668,0.22599,0.23554,0.21113,0.23008,0.26772,0.23145,0.21202,0.23792,0.24668,0.22192,0.23546,0.23554,0.20383,0.21783,0.20767,0.26772,0.21954,0.20943,0.22605,0.21341,0.23792,0.21725,0.22324,0.24934,0.25956,0.26772,0.40635
10,0.92087,0.9268,0.98945,0.76373,0.83338,0.82996,0.83148,0.90982,0.83801,0.86514,0.98945,0.98945,0.93901,0.83538,0.8806,0.77373,0.92778,0.98945,0.89153,0.77026,0.94826,0.93901,0.86533,0.8983,0.8806,0.79401,0.82039,0.79564,0.98945,0.82705,0.833,0.79531,0.84382,0.94826,0.80087,0.82701,0.80791,0.8556,0.98945,0.88276
11,0.61773,0.6643,0.66588,0.53445,0.54629,0.56116,0.56907,0.63994,0.58183,0.5629,0.66588,0.66588,0.62363,0.54569,0.58916,0.55163,0.59959,0.66588,0.57792,0.52489,0.63883,0.62363,0.55757,0.57843,0.58916,0.53917,0.56397,0.5388,0.66588,0.55634,0.5452,0.54901,0.55373,0.63883,0.54763,0.55777,0.57296,0.60891,0.66588,0.60934
12,1.5516,1.5871,1.7136,1.3633,1.3798,1.4337,1.3912,1.5181,1.4354,1.4698,1.7136,1.7136,1.6032,1.3849,1.5108,1.3483,1.5157,1.7136,1.4916,1.3528,1.5965,1.6032,1.4466,1.5172,1.5108,1.3732,1.4036,1.3574,1.7136,1.4027,1.3876,1.4072,1.4165,1.5965,1.3873,1.4313,1.4431,1.5137,1.7136,1.543
13,1.2613,1.2961,1.3948,1.1407,1.13,1.1774,1.1406,1.2394,1.1726,1.2035,1.3948,1.3948,1.3109,1.146,1.2337,1.1152,1.2427,1.3948,1.2243,1.0973,1.2981,1.3109,1.1877,1.2433,1.2337,1.1193,1.1517,1.105,1.3948,1.1443,1.1434,1.1486,1.1353,1.2981,1.1542,1.166,1.1708,1.2312,1.3948,1.2571
14,0.90815,0.92897,0.99396,0.79021,0.814,0.83719,0.81729,0.89021,0.84096,0.88599,0.99396,0.99396,0.9314,0.88253,0.87907,0.81596,0.90569,0.99396,0.86984,0.7881,0.93538,0.9314,0.83232,0.88594,0.87907,0.81731,0.81983,0.79755,0.99396,0.8166,0.82913,0.81241,0.81604,0.93538,0.81297,0.83533,0.85648,0.87752,0.99396,0.89659
15,0.6299,0.64391,0.69131,0.55966,0.56864,0.58657,0.56244,0.61828,0.58496,0.60299,0.69131,0.69131,0.64177,0.57161,0.61189,0.55953,0.62289,0.69131,0.61496,0.53798,0.65668,0.64177,0.58025,0.61096,0.61189,0.55391,0.56823,0.54749,0.69131,0.57185,0.57219,0.56765,0.61136,0.65668,0.57745,0.57925,0.58782,0.61571,0.69131,0.6242
16,0.81108,0.79432,0.85534,0.67607,0.71598,0.71879,0.71116,0.77543,0.71931,0.74092,0.85534,0.85534,0.83957,0.70602,0.76175,0.67765,0.78382,0.85534,0.75914,0.6759,0.81444,0.83957,0.75419,0.76864,0.76175,0.69279,0.71253,0.69215,0.85534,0.7092,0.70748,0.69966,0.72697,0.81444,0.69908,0.71698,0.7142,0.75188,0.85534,0.77081
17,1.9867,2.0038,2.1648,1.6882,1.7653,1.8064,1.79,1.9508,1.8095,1.8511,2.1648,2.1648,2.0272,1.759,1.9135,1.6765,1.9634,2.1648,1.8988,1.7062,2.0537,2.0272,1.8032,1.928,1.9135,1.7197,1.845,1.7337,2.1648,1.7802,1.7588,1.8317,1.7823,2.0537,1.7357,1.8092,1.7987,1.8935,2.1648,1.9437
18,3.5347,3.6195,3.8928,3.0771,3.1557,3.2596,3.1997,3.4826,3.2684,3.3603,3.8928,3.8928,3.6461,3.1803,3.4414,3.0916,3.4955,3.8928,3.4125,3.0684,3.6494,3.6461,3.2265,3.4696,3.4414,3.1246,3.2256,3.1001,3.8928,3.1902,3.1741,3.2107,3.1847,3.6494,3.1533,3.2528,3.272,3.442,3.8928,3.5128
19,1.9048,1.94,2.0956,1.6643,1.7077,1.7612,1.7173,1.8696,1.7515,1.8117,2.0956,2.0956,1.9623,1.7065,1.8523,1.6467,1.8888,2.0956,1.841,1.6623,1.9658,1.9623,1.7374,1.8787,1.8523,1.6862,1.7214,1.6715,2.0956,1.7212,1.7139,1.7045,1.7262,1.9658,1.7155,1.7505,1.7398,1.8339,2.0956,1.8887
