5,3.6958,1.2712,0.48402,2.0396,2.1397,0.42235,3.478,4.5044,0.61062,1.8727,1.2712,0.62974,1.0583,0.92883,1.4255,3.115,0.85999,1.2712,0.94104,0.95237,0.31247,4.5429,1.0583,0.76082,1.2257,0.96074,1.0412,1.2712,1.5115,4.8238,0.92608,3.6411,4.5429,1.1099,1.088,0.78625,0.72952,0.79436,1.2712
7,4.7342,7.3993,4.5899,6.4577,2.8483,0.76161,4.6295,3.8288,3.5655,1.5915,7.3993,2.3428,6.2901,6.0761,2.898,1.4292,3.4055,7.3993,0.95498,2.6113,1.7424,5.6085,6.2901,4.7582,5.4918,4.4599,3.6548,7.3993,5.5843,2.0631,5.4023,4.2916,5.6085,1.4747,5.1112,5.1484,5.6374,5.1967,7.3993
3,6.796,8.6517,2.6924,1.6016,4.7079,3.6007,5.423,3.8633,4.1689,6.8518,8.6517,3.7618,9.2932,6.3355,6.8651,7.3076,3.2113,8.6517,4.9602,1.2501,1.821,6.7318,9.2932,4.274,9.6336,4.9919,1.4165,8.6517,6.8751,3.7052,5.2527,5.2383,6.7318,0.78759,3.161,5.6144,5.4801,4.5063,8.6517
4,1.1849,0.79886,0.7317,2.5686,0.61876,0.38476,1.0054,0.3567,0.38492,1.2727,0.79886,0.57297,0.77782,0.58481,1.3754,2.7763,0.6191,0.79886,0.9939,2.7749,0.13797,1.2486,0.77782,0.85642,0.73532,1.0002,1.2683,0.79886,0.5755,1.2685,0.58307,1.0005,1.2486,5.3019,0.45641,0.45968,1.0748,0.5004,0.79886
0,0.28123,0.66517,0.23598,0.1242,0.44261,0.83459,0.27835,0.29711,0.32061,0.15898,0.66517,0.47805,0.55563,0.48771,0.17182,0.11512,0.19969,0.66517,0.12415,0.11506,5.7779,0.34531,0.55563,0.27625,0.4508,0.32277,0.15839,0.66517,0.47969,0.06147,0.48602,0.32281,0.34531,0.041418,0.44342,0.38301,0.25498,0.41701,0.66517
2,4.6423,7.3148,5.1123,2.46,6.1285,1.2228,4.5396,3.7368,3.5304,1.6348,7.3148,2.0334,6.2278,5.3836,3.1837,1.5336,3.2241,7.3148,1.2529,2.7126,5.2856,5.4979,6.2278,5.5105,5.3256,5.4464,0.99256,7.3148,5.2808,1.7125,5.3665,4.2,5.4979,1.3891,4.5795,4.7242,5.7779,4.6008,7.3148
6,1.8496,1.6057,1.725,3.6048,9.4406,0.58463,2.6746,0.45519,0.77548,2.9805,1.6057,2.2619,1.3441,1.1842,2.741,1.5268,1.1463,1.6057,2.1009,2.7599,1.3905,2.2537,1.3441,4.7009,0.70045,5.6132,3.0996,1.6057,0.57584,1.2543,1.1804,1.1742,2.2537,1.4003,0.98037,1.0494,1.3692,1.0116,1.6057
1,2.4623,5.7829,2.057,1.1524,3.4333,1.5138,2.8799,3.0667,2.7949,0.26031,5.7829,3.7395,4.8444,4.9643,1.9734,0.18108,1.4661,5.7829,0.19174,0.17841,0.50844,3.0087,4.8444,5.4957,3.9471,6.3115,2.3903,5.7829,4.1855,0.091543,4.26,2.3749,3.0087,0.061275,3.7928,3.8856,2.2235,4.236,5.7829
10,0.46636,3.9835,2.4864,5.3205,1.0468,1.1905,1.1009,7.4087,1.9192,4.1472,3.9835,1.8144,1.9872,2.9169,5.3942,3.5859,0.93096,3.9835,2.5626,4.5393,0.12736,1.294,1.9872,3.2515,2.3566,2.5831,4.2706,3.9835,2.9506,2.4579,2.9082,2.6785,1.294,4.126,2.1879,2.4669,2.3001,2.4955,3.9835
12,0.95403,1.6656,0.87847,0.60787,0.89632,0.38701,0.65034,0.11745,0.80215,0.36797,1.6656,0.22428,1.944,1.2188,0.5739,0.81425,0.38354,1.6656,0.21672,0.51429,0.45622,0.82038,1.944,0.34963,2.2531,0.21853,0.38358,1.6656,1.838,0.61715,1.2152,0.36941,0.82038,0.32681,0.94002,0.74031,0.32445,1.0428,1.6656
14,0.018461,0.20536,0.057871,0.016718,0.038955,0.10129,0.064407,0.067768,0.10198,1.5676,0.20536,0.15164,0.17698,0.16453,2.1902,0.076402,0.11134,0.20536,0.26528,0.2465,0.036186,0.021807,0.17698,0.3549,0.15023,0.27211,0.064682,0.20536,0.13383,1.0095,0.16359,0.017431,0.021807,0.016397,0.096219,0.099302,0.063037,0.13822,0.20536
8,1.4552,3.4455,1.2219,1.4239,0.88619,1.6595,1.4401,1.5385,1.6602,5.4904,3.4455,2.4714,2.8773,2.5226,5.9352,3.9743,0.88667,3.4455,2.3064,3.9723,0.59481,1.7881,2.8773,3.6941,2.3329,4.315,0.82001,3.4455,2.1289,2.1184,2.5151,1.4329,1.7881,1.4229,1.9686,1.9827,1.3202,2.1584,3.4455
13,0.3719,1.2148,2.8285,0.047409,0.025872,0.017603,0.36802,0.54239,0.58531,0.22001,1.2148,0.33733,1.0144,0.88966,0.22724,0.016283,0.22656,1.2148,0.16419,0.39297,0.15197,0.45687,1.0144,0.14149,0.82275,0.16526,1.0314,1.2148,0.75061,0.026285,1.0607,0.36618,0.45687,0.014707,0.96764,0.8152,1.1695,0.9094,1.2148
11,8.0455,6.2247,2.2074,3.1151,3.9498,1.857,7.2526,2.0206,2.9992,1.649,6.2247,3.041,5.1978,4.5567,0.5308,3.5536,4.7329,6.2247,1.4429,1.5196,1.1911,9.8946,5.1978,2.1925,4.9307,3.5502,1.3057,6.2247,4.6078,1.5015,4.5431,6.7855,9.8946,1.2724,3.5563,3.5817,2.7905,3.899,6.2247
15,0.74346,2.5567,1.2378,1.748,0.46084,0.31301,0.82061,1.5199,1.2319,0.67839,2.5567,0.81753,2.0235,2.2854,0.58951,0.2117,0.16193,2.5567,0.42597,0.27108,0.40532,1.0204,2.0235,0.3333,1.657,0.39686,0.13359,2.5567,1.2285,0.35853,1.8671,0.34522,1.0204,0.13199,1.0815,1.7926,0.81431,1.9516,2.5567
9,0.76058,1.7971,0.63647,0.28715,0.46161,0.33455,0.75234,0.80151,1.4126,0.42904,1.7971,0.49836,1.499,1.3199,0.46382,0.3104,0.46196,1.7971,0.33465,0.31017,0.30964,0.9311,1.499,0.28876,1.2193,0.33743,0.16534,1.7971,1.1107,0.16539,1.3157,0.74765,0.9311,0.11112,1.0266,1.0349,0.68788,1.1275,1.7971
16,1.7703,1.1797,1.7674,0.62948,0.55735,0.25446,0.90739,0.5183,0.55932,0.5425,1.1797,0.37895,0.57057,0.85097,0.48836,0.030293,0.64764,1.1797,0.35287,1.2453,0.17733,1.1923,0.57057,0.30408,0.14195,0.35515,0.47524,1.1797,0.26631,0.087122,0.84841,1.5561,1.1923,0.73915,0.58723,0.88649,0.80776,0.72745,1.1797
17,0.87655,2.0852,1.6465,0.029393,0.5338,0.38701,0.86742,0.92672,1.0001,0.28381,2.0852,0.53049,1.7333,1.403,0.53567,0.35882,0.53409,2.0852,0.38707,0.031875,0.35828,1.0771,1.7333,0.33353,1.4052,0.38955,0.19887,2.0852,1.2824,0.10951,1.1904,0.86313,1.0771,0.011368,0.7989,0.17115,0.32375,0.24158,2.0852
22,0.21705,0.79477,1.0067,1.3796,0.24112,0.27035,0.035447,0.28936,0.38343,0.48678,0.79477,0.12646,0.36075,1.0568,1.0248,0.92788,0.12621,0.79477,0.59745,1.4975,0.08143,0.042245,0.36075,0.51539,0.13272,0.6024,0.14672,0.79477,0.26807,0.45562,1.0535,0.034523,0.042245,0.80118,0.74381,2.8239,0.44487,2.0222,0.79477
20,0.33444,0.81956,0.28975,0.38368,0.24493,1.267,0.39871,0.44261,0.39353,1.6231,0.81956,1.8869,0.69809,0.60171,2.0562,1.1679,0.18903,0.81956,1.2672,1.1673,0.42187,0.40387,0.69809,2.0435,0.6017,3.3802,0.22884,0.81956,0.40865,0.62619,0.59775,0.32666,0.40387,0.41814,0.45066,0.47052,0.29831,0.51245,0.81956
18,0.43087,1.0193,0.42004,0.1625,0.26126,0.18931,0.42616,0.45365,0.48945,0.3958,1.0193,0.32888,0.84836,0.97739,0.2626,0.17568,0.26147,1.0193,0.18938,0.17554,0.17521,0.52693,0.84836,0.16347,0.6907,0.19105,0.1526,1.0193,0.6289,0.15264,0.97722,0.42335,0.52693,0.062839,0.67797,2.1878,0.63485,2.1204,1.0193
21,1.3767,2.7928,0.94943,0.94355,1.061,0.93451,1.3622,1.3049,1.3466,0.67119,2.7928,1.2128,2.3338,2.4642,1.9393,1.4767,1.0719,2.7928,1.2625,0.93159,0.63643,1.6908,2.3338,1.0883,1.8947,1.2714,0.42756,2.7928,2.0731,0.10922,1.8717,1.5875,1.6908,0.52721,1.0937,1.8764,0.43017,1.9546,2.7928
19,2.2588,5.352,2.2668,0.94486,1.3756,1.2499,2.2353,2.3881,2.577,1.578,5.352,1.5459,4.4662,3.4462,1.7303,1.1589,1.5197,5.352,1.2502,1.1584,1.2527,2.7755,4.4662,1.6591,3.6212,1.9394,0.48415,5.352,3.649,0.60887,3.7865,2.456,2.7755,0.41494,2.9309,2.0691,1.7998,2.5806,5.352
23,0.8219,1.9404,1.4758,0.063064,0.49955,0.3621,0.81302,0.86733,0.93588,0.54121,1.9404,0.69401,1.6221,1.843,0.50166,0.33585,0.6432,1.9404,0.36219,0.075788,0.43132,1.0078,1.6221,0.31231,1.3178,0.36486,0.10608,1.9404,1.5465,0.20867,1.2507,1.0405,1.0078,0.026943,0.55671,1.3047,0.17685,1.421,1.9404
